Tree,Order,Start X,Start Y,Start Z,End X,End Y,End Z,Point Type,Length(µm),Length To Beginning (µm),Start Diameter(µm),End Diameter(µm),Avg Diameter(µm),Surface Area(µm²),Volume(µm³),Spines,none Spine,thin Spine,stubby Spine,mushroom Spine,filopodia Spine,branched Spine,detached Spine,other Spine
1,1,468.72,-66.43,0,468.72,-63.49,0,CP,2.9,2.9,1.6,1.6,1.6,15.0846,6.16626,0,0,0,0,0,0,0,0,0
1,1,468.72,-63.49,0,468.72,-59.25,0,CP,4.2,7.2,1.6,1.6,1.6,21.7887,8.90678,0,0,0,0,0,0,0,0,0
1,1,468.72,-59.25,0,469.05,-55.99,0,CP,3.3,10.5,1.6,1.6,1.6,16.8442,6.88557,0,0,0,0,0,0,0,0,0
1,1,469.05,-55.99,0,469.7,-51.42,0,CP,4.6,15.1,1.6,1.6,1.6,23.7031,9.68933,0,0,0,0,0,0,0,0,0
1,1,469.7,-51.42,0,470.35,-48.16,0,BP,3.3,18.4,1.6,1.6,1.6,17.0925,6.98708,0,0,0,0,0,0,0,0,0
1,2,470.35,-48.16,0,469.05,-47.5,0,CP,1.5,19.9,1.6,1.3,1.5,6.78973,2.49328,0,0,0,0,0,0,0,0,0
1,2,469.05,-47.5,0,468.07,-45.55,0,CP,2.2,22,1.3,1.3,1.3,8.99979,2.94482,0,0,0,0,0,0,0,0,0
1,2,468.07,-45.55,0,466.76,-43.91,0,CP,2.1,24.1,1.3,1.3,1.3,8.59052,2.8109,0,0,0,0,0,0,0,0,0
1,2,466.76,-43.91,0,465.78,-41.63,0,CP,2.5,26.6,1.3,1.3,1.3,10.2173,3.34321,0,0,0,0,0,0,0,0,0
1,2,465.78,-41.63,0,464.8,-38.69,0,CP,3.1,29.7,1.3,1.3,1.3,12.7277,4.16462,0,0,0,0,0,0,0,0,0
1,2,464.8,-38.69,0,464.8,-37.39,0,CP,1.3,31,1.3,1.3,1.3,5.36642,1.75595,0,0,0,0,0,0,0,0,0
1,2,464.8,-37.39,0,462.85,-35.1,0,CP,3,34,1.3,1.3,1.3,12.369,4.04726,0,0,0,0,0,0,0,0,0
1,2,462.85,-35.1,0,461.87,-32.82,0,CP,2.5,36.5,1.3,1.3,1.3,10.2174,3.34325,0,0,0,0,0,0,0,0,0
1,2,461.87,-32.82,0,461.21,-31.19,0,CP,1.8,38.3,1.3,1.3,1.3,7.22477,2.36401,0,0,0,0,0,0,0,0,0
1,2,461.21,-31.19,0,460.24,-28.25,0,CP,3.1,41.4,1.3,1.3,1.3,12.7276,4.16461,0,0,0,0,0,0,0,0,0
1,2,460.24,-28.25,0,459.58,-26.95,0,CP,1.5,42.8,1.3,1.3,1.3,5.99987,1.96322,0,0,0,0,0,0,0,0,0
1,2,459.58,-26.95,0,457.95,-24.66,0,CP,2.8,45.6,1.3,1.3,1.3,11.5409,3.7763,0,0,0,0,0,0,0,0,0
1,2,457.95,-24.66,0,456.65,-22.38,0,BP,2.6,48.3,1.3,1.3,1.3,10.8164,3.53923,0,0,0,0,0,0,0,0,0
1,3,456.65,-22.38,0,455.02,-23.03,0,CP,1.8,50,1.3,1,1.1,6.35149,1.82368,0,0,0,0,0,0,0,0,0
1,3,455.02,-23.03,0,454.04,-22.38,0,CP,1.2,51.2,1,1.3,1.1,4.27486,1.22102,0,0,0,0,0,0,0,0,0
1,3,454.04,-22.38,0,452.08,-20.75,0,CP,2.5,53.7,1.3,1.3,1.3,10.4783,3.42859,0,0,0,0,0,0,0,0,0
1,3,452.08,-20.75,0,449.79,-19.12,0,CP,2.8,56.6,1.3,1.3,1.3,11.541,3.77633,0,0,0,0,0,0,0,0,0
1,3,449.79,-19.12,0,447.51,-18.46,0,CP,2.4,58.9,1.3,1.3,1.3,9.76698,3.19585,0,0,0,0,0,0,0,0,0
1,3,447.51,-18.46,0,445.23,-17.49,0,CP,2.5,61.4,1.3,1.3,1.3,10.2174,3.34324,0,0,0,0,0,0,0,0,0
1,3,445.23,-17.49,0,444.25,-16.18,0,CP,1.6,63,1.3,1.3,1.3,6.70807,2.19494,0,0,0,0,0,0,0,0,0
1,3,444.25,-16.18,0,442.62,-14.55,0,CP,2.3,65.4,1.3,1.3,1.3,9.48656,3.1041,0,0,0,0,0,0,0,0,0
1,3,442.62,-14.55,0,440.99,-12.26,0,CP,2.8,68.2,1.3,1.3,1.3,11.541,3.77632,0,0,0,0,0,0,0,0,0
1,3,440.99,-12.26,0,438.7,-9.33,0,CP,3.7,71.9,1.3,1.3,1.3,15.2967,5.00524,0,0,0,0,0,0,0,0,0
1,3,438.7,-9.33,0,436.42,-7.37,0,CP,3,74.9,1.3,1.3,1.3,12.369,4.04725,0,0,0,0,0,0,0,0,0
1,3,436.42,-7.37,0,435.11,-6.72,0,CP,1.5,76.3,1.3,1.3,1.3,5.99984,1.96321,0,0,0,0,0,0,0,0,0
1,3,435.11,-6.72,0,433.81,-5.41,0,CP,1.8,78.2,1.3,1.3,1.3,7.58929,2.48329,0,0,0,0,0,0,0,0,0
1,3,433.81,-5.41,0,432.18,-3.46,0,CP,2.5,80.7,1.3,1.3,1.3,10.4783,3.42861,0,0,0,0,0,0,0,0,0
1,3,432.18,-3.46,0,430.22,-1.82,0,CP,2.5,83.3,1.3,1.3,1.3,10.4784,3.42863,0,0,0,0,0,0,0,0,0
1,3,430.22,-1.82,0,426.63,-0.19,0,CP,3.9,87.2,1.3,1.3,1.3,16.2106,5.30428,0,0,0,0,0,0,0,0,0
1,3,426.63,-0.19,0,424.67,2.09,0,CP,3,90.2,1.3,1.3,1.3,12.3691,4.04729,0,0,0,0,0,0,0,0,0
1,3,424.67,2.09,0,421.73,6.99,0,CP,5.7,95.9,1.3,1.3,1.3,23.4686,7.67915,0,0,0,0,0,0,0,0,0
1,3,421.73,6.99,0,420.1,7.96,0,CP,1.9,97.8,1.3,1.3,1.3,7.82278,2.55969,0,0,0,0,0,0,0,0,0
1,3,420.1,7.96,0,416.51,8.94,0,CP,3.7,101.6,1.3,1.3,1.3,15.2967,5.00524,0,0,0,0,0,0,0,0,0
1,3,416.51,8.94,0,414.23,9.92,0,CP,2.5,104.1,1.3,1.3,1.3,10.2173,3.3432,0,0,0,0,0,0,0,0,0
1,3,414.23,9.92,0,411.95,10.57,0,CP,2.4,106.4,1.3,1.3,1.3,9.76722,3.19593,0,0,0,0,0,0,0,0,0
1,3,411.95,10.57,0,409.99,11.23,0,CP,2.1,108.5,1.3,1.3,1.3,8.48494,2.77636,0,0,0,0,0,0,0,0,0
1,3,409.99,11.23,0,407.38,13.18,0,CP,3.3,111.8,1.3,1.3,1.3,13.4162,4.3899,0,0,0,0,0,0,0,0,0
1,3,407.38,13.18,0,402.16,14.82,0,CP,5.5,117.2,1.3,1.3,1.3,22.4895,7.3588,0,0,0,0,0,0,0,0,0
1,3,402.16,14.82,0,402.16,18.08,0,CP,3.3,120.5,1.3,1.3,1.3,13.4161,4.38987,0,0,0,0,0,0,0,0,0
1,3,402.16,18.08,0,402.16,20.04,0,CP,2,122.4,1.3,1.3,1.3,8.04966,2.63393,0,0,0,0,0,0,0,0,0
1,3,402.16,20.04,0,402.16,21.34,0,CP,1.3,123.7,1.3,1.3,1.3,5.36645,1.75596,0,0,0,0,0,0,0,0,0
1,3,402.16,21.34,0,402.48,23.63,0,CP,2.3,126.1,1.3,1.3,1.3,9.48662,3.10412,0,0,0,0,0,0,0,0,0
1,3,402.48,23.63,0,402.81,25.26,0,CP,1.7,127.7,1.3,1.3,1.3,6.84089,2.2384,0,0,0,0,0,0,0,0,0
1,3,402.81,25.26,0,403.79,22.32,0,CP,3.1,130.8,1.3,1.3,1.3,12.7276,4.16459,0,0,0,0,0,0,0,0,0
1,3,403.79,22.32,0,403.79,24.93,0,CP,2.6,133.4,1.3,1.3,1.3,10.7329,3.5119,0,0,0,0,0,0,0,0,0
1,3,403.79,24.93,0,403.46,26.24,0,CP,1.3,134.8,1.3,1.3,1.3,5.53163,1.81,0,0,0,0,0,0,0,0,0
1,3,403.46,26.24,0,401.83,28.85,0,CP,3.1,137.8,1.3,1.3,1.3,12.6567,4.14139,0,0,0,0,0,0,0,0,0
1,3,401.83,28.85,0,400.85,30.48,0,CP,1.9,139.8,1.3,1.3,1.3,7.82287,2.55972,0,0,0,0,0,0,0,0,0
1,3,400.85,30.48,0,399.55,32.44,0,CP,2.4,142.1,1.3,1.3,1.3,9.67448,3.16558,0,0,0,0,0,0,0,0,0
1,3,399.55,32.44,0,398.9,35.05,0,CP,2.7,144.8,1.3,1.3,1.3,11.0632,3.61998,0,0,0,0,0,0,0,0,0
1,3,398.9,35.05,0,397.92,37.33,0,CP,2.5,147.3,1.3,1.3,1.3,10.2174,3.34324,0,0,0,0,0,0,0,0,0
1,3,397.92,37.33,0,395.96,38.31,0,CP,2.2,149.5,1.3,1.3,1.3,8.99966,2.94478,0,0,0,0,0,0,0,0,0
1,3,395.96,38.31,0,394,38.63,0,CP,2,151.5,1.3,1.3,1.3,8.16079,2.67029,0,0,0,0,0,0,0,0,0
1,3,394,38.63,0,392.37,39.94,0,CP,2.1,153.5,1.3,1.3,1.3,8.59053,2.8109,0,0,0,0,0,0,0,0,0
1,3,392.37,39.94,0,389.76,41.57,0,CP,3.1,156.6,1.3,1.3,1.3,12.6567,4.1414,0,0,0,0,0,0,0,0,0
1,3,389.76,41.57,0,385.52,43.53,0,CP,4.7,161.3,1.3,1.3,1.3,19.2089,6.28535,0,0,0,0,0,0,0,0,0
1,3,385.52,43.53,0,384.21,44.18,0,CP,1.5,162.8,1.3,1.3,1.3,5.99985,1.96321,0,0,0,0,0,0,0,0,0
1,3,384.21,44.18,0,382.25,44.83,0,CP,2.1,164.8,1.3,1.3,1.3,8.48506,2.77639,0,0,0,0,0,0,0,0,0
1,3,382.25,44.83,0,380.3,44.83,0,CP,2,166.8,1.3,1.3,1.3,8.04963,2.63392,0,0,0,0,0,0,0,0,0
1,3,380.3,44.83,0,377.03,46.79,0,CP,3.8,170.6,1.3,1,1.1,13.7082,3.94928,0,0,0,0,0,0,0,0,0
1,3,377.03,46.79,0,374.42,47.77,0,CP,2.8,173.4,1,1,1,8.60516,2.11377,0,0,0,0,0,0,0,0,0
1,3,374.42,47.77,0,372.47,48.42,0,CP,2.1,175.4,1,1,1,6.36982,1.56468,0,0,0,0,0,0,0,0,0
1,3,372.47,48.42,0,371.16,49.08,0,CP,1.5,176.9,1,1,1,4.50415,1.1064,0,0,0,0,0,0,0,0,0
1,3,371.16,49.08,0,369.53,50.05,0,CP,1.9,178.8,1,1,1,5.87265,1.44256,0,0,0,0,0,0,0,0,0
1,3,369.53,50.05,0,365.94,52.34,0,EP,4.3,183,1,1,1,13.1319,3.22571,0,0,0,0,0,0,0,0,0
1,3,456.65,-22.38,0,458.28,-22.05,0,CP,1.7,49.9,1.3,1.3,1.3,6.84081,2.23838,0,0,0,0,0,0,0,0,0
1,3,458.28,-22.05,0,458.28,-19.12,0,CP,2.9,52.9,1.3,1.3,1.3,12.0745,3.95089,0,0,0,0,0,0,0,0,0
1,3,458.28,-19.12,0,458.28,-17.81,0,CP,1.3,54.2,1.3,1.3,1.3,5.36645,1.75596,0,0,0,0,0,0,0,0,0
1,3,458.28,-17.81,0,458.28,-17.49,0,BP,0.3,54.5,1.3,1.3,1.3,1.34161,0.438986,0,0,0,0,0,0,0,0,0
1,4,458.28,-17.49,0,456.32,-15.2,0,CP,3,57.5,1.3,1,1.1,10.8432,3.12216,0,0,0,0,0,0,0,0,0
1,4,456.32,-15.2,0,455.99,-14.55,0,CP,0.7,58.2,1,1,1,2.25205,0.553194,0,0,0,0,0,0,0,0,0
1,4,455.99,-14.55,0,455.67,-11.94,0,CP,2.6,60.9,1,1,1,8.11999,1.99459,0,0,0,0,0,0,0,0,0
1,4,455.67,-11.94,0,455.02,-10.63,0,CP,1.5,62.3,1,1,1,4.50417,1.1064,0,0,0,0,0,0,0,0,0
1,4,455.02,-10.63,0,453.71,-6.72,0,CP,4.1,66.4,1,1,1,12.7397,3.12937,0,0,0,0,0,0,0,0,0
1,4,453.71,-6.72,0,452.41,-4.11,0,CP,2.9,69.4,1,1,1,9.00831,2.2128,0,0,0,0,0,0,0,0,0
1,4,452.41,-4.11,0,451.43,-2.15,0,CP,2.2,71.6,1,1,1,6.75626,1.65961,0,0,0,0,0,0,0,0,0
1,4,451.43,-2.15,0,449.79,-0.19,0,CP,2.5,74.1,1,1,1,7.8662,1.93225,0,0,0,0,0,0,0,0,0
1,4,449.79,-0.19,0,449.14,1.44,0,CP,1.8,75.9,1,1,1,5.42371,1.33228,0,0,0,0,0,0,0,0,0
1,4,449.14,1.44,0,447.84,3.4,0,CP,2.4,78.2,1,1.3,1.1,8.48894,2.44201,0,0,0,0,0,0,0,0,0
1,4,447.84,3.4,0,447.84,4.7,0,CP,1.3,79.5,1.3,1.3,1.3,5.36645,1.75596,0,0,0,0,0,0,0,0,0
1,4,447.84,4.7,0,447.18,7.31,0,CP,2.7,82.2,1.3,1.3,1.3,11.0632,3.61998,0,0,0,0,0,0,0,0,0
1,4,447.18,7.31,0,446.86,8.62,0,CP,1.3,83.6,1.3,1.3,1.3,5.53157,1.80998,0,0,0,0,0,0,0,0,0
1,4,446.86,8.62,0,445.23,10.57,0,CP,2.5,86.1,1.3,1.3,1.3,10.4783,3.42861,0,0,0,0,0,0,0,0,0
1,4,445.23,10.57,0,443.92,11.55,0,CP,1.6,87.7,1.3,1.3,1.3,6.70805,2.19494,0,0,0,0,0,0,0,0,0
1,4,443.92,11.55,0,442.94,12.53,0,CP,1.4,89.1,1.3,1.3,1.3,5.69199,1.86248,0,0,0,0,0,0,0,0,0
1,4,442.94,12.53,0,440.99,13.18,0,CP,2.1,91.2,1.3,1.3,1.3,8.48506,2.77639,0,0,0,0,0,0,0,0,0
1,4,440.99,13.18,0,438.05,14.16,0,CP,3.1,94.3,1.3,1.3,1.3,12.7277,4.16461,0,0,0,0,0,0,0,0,0
1,4,438.05,14.16,0,435.44,16.45,0,CP,3.5,97.7,1.3,1.3,1.3,14.2615,4.6665,0,0,0,0,0,0,0,0,0
1,4,435.44,16.45,0,434.79,17.75,0,CP,1.5,99.2,1.3,1.3,1.3,5.99984,1.96321,0,0,0,0,0,0,0,0,0
1,4,434.79,17.75,0,433.15,19.71,0,CP,2.5,101.8,1.3,1.3,1.3,10.4783,3.42861,0,0,0,0,0,0,0,0,0
1,4,433.15,19.71,0,431.2,23.3,0,CP,4.1,105.8,1.3,1.3,1.3,16.8103,5.50049,0,0,0,0,0,0,0,0,0
1,4,431.2,23.3,0,430.87,23.95,0,BP,0.7,106.6,1.3,1.3,1.3,2.99992,0.981603,0,0,0,0,0,0,0,0,0
1,5,430.87,23.95,0,429.89,24.93,0,CP,1.4,108,1.3,1.3,1.3,5.69199,1.86248,0,0,0,0,0,0,0,0,0
1,5,429.89,24.93,0,428.91,26.24,0,CP,1.6,109.6,1.3,1.3,1.3,6.70809,2.19495,0,0,0,0,0,0,0,0,0
1,5,428.91,26.24,0,426.96,28.52,0,CP,3,112.6,1.3,1.3,1.3,12.369,4.04726,0,0,0,0,0,0,0,0,0
1,5,426.96,28.52,0,426.3,29.5,0,CP,1.2,113.8,1.3,1.3,1.3,4.83723,1.58279,0,0,0,0,0,0,0,0,0
1,5,426.3,29.5,0,426.3,30.8,0,CP,1.3,115.1,1.3,1.3,1.3,5.36642,1.75595,0,0,0,0,0,0,0,0,0
1,5,426.3,30.8,0,426.3,32.44,0,CP,1.6,116.7,1.3,1.3,1.3,6.70806,2.19494,0,0,0,0,0,0,0,0,0
1,5,426.3,32.44,0,425.65,34.72,0,CP,2.4,119.1,1.3,1.3,1.3,9.76707,3.19588,0,0,0,0,0,0,0,0,0
1,5,425.65,34.72,0,425.32,35.05,0,CP,0.5,119.5,1.3,1.3,1.3,1.89727,0.620806,0,0,0,0,0,0,0,0,0
1,5,425.32,35.05,0,424.67,36.02,0,BP,1.2,120.7,1.3,1.3,1.3,4.83731,1.58282,0,0,0,0,0,0,0,0,0
1,6,424.67,36.02,0,424.02,35.05,0,CP,1.2,121.9,1.3,1,1.1,4.27476,1.22099,0,0,0,0,0,0,0,0,0
1,6,424.02,35.05,0,421.73,38.31,0,CP,4,125.9,1,1,1,12.294,3.0199,0,0,0,0,0,0,0,0,0
1,6,421.73,38.31,0,421.08,39.94,0,CP,1.8,127.6,1,1,1,5.42369,1.33227,0,0,0,0,0,0,0,0,0
1,6,421.08,39.94,0,419.78,40.59,0,CP,1.5,129.1,1,1,1,4.50415,1.1064,0,0,0,0,0,0,0,0,0
1,6,419.78,40.59,0,418.47,41.57,0,CP,1.6,130.7,1,1,1,5.03587,1.23701,0,0,0,0,0,0,0,0,0
1,6,418.47,41.57,0,416.84,43.2,0,CP,2.3,133,1,1,1,7.12165,1.74936,0,0,0,0,0,0,0,0,0
1,6,416.84,43.2,0,415.54,44.83,0,CP,2.1,135.1,1,1,1,6.44896,1.58412,0,0,0,0,0,0,0,0,0
1,6,415.54,44.83,0,414.56,45.81,0,CP,1.4,136.5,1,1,1,4.27305,1.04963,0,0,0,0,0,0,0,0,0
1,6,414.56,45.81,0,413.25,46.14,0,CP,1.3,137.9,1,1,1,4.15271,1.02007,0,0,0,0,0,0,0,0,0
1,6,413.25,46.14,0,411.62,47.77,0,CP,2.3,140.2,1,1,1,7.12166,1.74936,0,0,0,0,0,0,0,0,0
1,6,411.62,47.77,0,410.31,48.75,0,CP,1.6,141.8,1,1,1,5.03579,1.23699,0,0,0,0,0,0,0,0,0
1,6,410.31,48.75,0,408.03,49.73,0,CP,2.5,144.3,1,1,1,7.67033,1.88414,0,0,0,0,0,0,0,0,0
1,6,408.03,49.73,0,406.4,50.38,0,CP,1.8,146,1,1,1,5.42376,1.33229,0,0,0,0,0,0,0,0,0
1,6,406.4,50.38,0,405.42,51.69,0,CP,1.6,147.7,1,1,1,5.03577,1.23699,0,0,0,0,0,0,0,0,0
1,6,405.42,51.69,0,405.42,52.99,0,CP,1.3,149,1,1,1,4.02864,0.989595,0,0,0,0,0,0,0,0,0
1,6,405.42,52.99,0,404.44,55.93,0,CP,3.1,152.1,1,1,1,9.55474,2.34703,0,0,0,0,0,0,0,0,0
1,6,404.44,55.93,0,403.79,57.89,0,CP,2.1,154.1,1,1,1,6.36988,1.5647,0,0,0,0,0,0,0,0,0
1,6,403.79,57.89,0,403.46,60.5,0,CP,2.6,156.8,1,1,1,8.11999,1.99459,0,0,0,0,0,0,0,0,0
1,6,403.46,60.5,0,403.46,62.78,0,CP,2.3,159,1,1,1,7.05013,1.73179,0,0,0,0,0,0,0,0,0
1,6,403.46,62.78,0,402.48,64.41,0,CP,1.9,160.9,1,1,1,5.87267,1.44256,0,0,0,0,0,0,0,0,0
1,6,402.48,64.41,0,401.51,65.39,0,EP,1.4,162.3,1,1,1,4.27299,1.04962,0,0,0,0,0,0,0,0,0
1,6,424.67,36.02,0,424.67,37,0,CP,1,121.7,1.3,1,1.1,3.57176,1.01594,0,0,0,0,0,0,0,0,0
1,6,424.67,37,0,424.67,39.61,0,CP,2.6,124.3,1,1,1,8.05728,1.97919,0,0,0,0,0,0,0,0,0
1,6,424.67,39.61,0,423.69,40.59,0,CP,1.4,125.7,1,1,1,4.27298,1.04961,0,0,0,0,0,0,0,0,0
1,6,423.69,40.59,0,424.02,41.57,0,CP,1,126.7,1,1,1,3.18494,0.782348,0,0,0,0,0,0,0,0,0
1,6,424.02,41.57,0,424.35,43.53,0,CP,2,128.7,1,1,1,6.1263,1.50486,0,0,0,0,0,0,0,0,0
1,6,424.35,43.53,0,425.32,44.83,0,CP,1.6,130.3,1,1,1,5.03582,1.237,0,0,0,0,0,0,0,0,0
1,6,425.32,44.83,0,425.32,45.49,0,CP,0.7,131,1,1,1,2.01433,0.494799,0,0,0,0,0,0,0,0,0
1,6,425.32,45.49,0,424.02,46.79,0,CP,1.8,132.8,1,1,1,5.69735,1.3995,0,0,0,0,0,0,0,0,0
1,6,424.02,46.79,0,423.04,47.44,0,CP,1.2,134,1,1,1,3.63148,0.892035,0,0,0,0,0,0,0,0,0
1,6,423.04,47.44,0,422.39,49.73,0,CP,2.4,136.4,1,1,1,7.33221,1.80108,0,0,0,0,0,0,0,0,0
1,6,422.39,49.73,0,420.76,51.03,0,CP,2.1,138.5,1,1,1,6.449,1.58413,0,0,0,0,0,0,0,0,0
1,6,420.76,51.03,0,420.43,53.97,0,CP,3,141.4,1,1,1,9.12024,2.24029,0,0,0,0,0,0,0,0,0
1,6,420.43,53.97,0,420.43,56.58,0,CP,2.6,144,1,1,1,8.05728,1.97919,0,0,0,0,0,0,0,0,0
1,6,420.43,56.58,0,420.43,58.21,0,CP,1.6,145.7,1,1,1,5.0358,1.23699,0,0,0,0,0,0,0,0,0
1,6,420.43,58.21,0,420.43,61.15,0,CP,2.9,148.6,1,1,1,9.06445,2.22659,0,0,0,0,0,0,0,0,0
1,6,420.43,61.15,0,420.43,62.78,0,CP,1.6,150.2,1,1,1,5.0358,1.23699,0,0,0,0,0,0,0,0,0
1,6,420.43,62.78,0,421.41,65.72,0,CP,3.1,153.3,1,1,1,9.55478,2.34704,0,0,0,0,0,0,0,0,0
1,6,421.41,65.72,0,422.39,68.98,0,CP,3.4,156.7,1,1,1,10.5151,2.58292,0,0,0,0,0,0,0,0,0
1,6,422.39,68.98,0,421.41,71.59,0,EP,2.8,159.5,1,1,1,8.6052,2.11378,0,0,0,0,0,0,0,0,0
1,5,430.87,23.95,0,431.2,24.6,0,CP,0.7,107.3,1.3,1,1.1,2.69082,0.757227,0,0,0,0,0,0,0,0,0
1,5,431.2,24.6,0,431.2,26.24,0,CP,1.6,108.9,1,1,1,5.03581,1.237,0,0,0,0,0,0,0,0,0
1,5,431.2,26.24,0,431.52,28.19,0,CP,2,110.9,1,1,1,6.12629,1.50486,0,0,0,0,0,0,0,0,0
1,5,431.52,28.19,0,431.52,30.15,0,CP,2,112.9,1,1,1,6.04297,1.48439,0,0,0,0,0,0,0,0,0
1,5,431.52,30.15,0,431.52,31.78,0,CP,1.6,114.5,1,1,1,5.03581,1.237,0,0,0,0,0,0,0,0,0
1,5,431.52,31.78,0,431.52,33.74,0,EP,2,116.5,1,1,1,6.04296,1.48439,0,0,0,0,0,0,0,0,0
1,4,458.28,-17.49,0,461.54,-15.53,0,CP,3.8,58.3,1.3,1.3,1.3,15.6458,5.11946,0,0,0,0,0,0,0,0,0
1,4,461.54,-15.53,0,462.52,-14.55,0,CP,1.4,59.7,1.3,1.3,1.3,5.69191,1.86245,0,0,0,0,0,0,0,0,0
1,4,462.52,-14.55,0,463.5,-13.57,0,CP,1.4,61.1,1.3,1.3,1.3,5.69199,1.86248,0,0,0,0,0,0,0,0,0
1,4,463.5,-13.57,0,464.8,-12.26,0,CP,1.8,62.9,1.3,1.3,1.3,7.58929,2.48329,0,0,0,0,0,0,0,0,0
1,4,464.8,-12.26,0,465.78,-10.31,0,CP,2.2,65.1,1.3,1.3,1.3,8.99982,2.94483,0,0,0,0,0,0,0,0,0
1,4,465.78,-10.31,0,465.78,-8.68,0,CP,1.6,66.7,1.3,1.3,1.3,6.70803,2.19493,0,0,0,0,0,0,0,0,0
1,4,465.78,-8.68,0,465.78,-6.39,0,CP,2.3,69,1.3,1.3,1.3,9.39127,3.07292,0,0,0,0,0,0,0,0,0
1,4,465.78,-6.39,0,465.78,-3.78,0,CP,2.6,71.6,1.3,1.3,1.3,10.7329,3.5119,0,0,0,0,0,0,0,0,0
1,4,465.78,-3.78,0,465.78,-1.5,0,CP,2.3,73.9,1.3,1.3,1.3,9.39127,3.07292,0,0,0,0,0,0,0,0,0
1,4,465.78,-1.5,0,465.78,0.13,0,CP,1.6,75.5,1.3,1.3,1.3,6.70806,2.19494,0,0,0,0,0,0,0,0,0
1,4,465.78,0.13,0,465.78,2.09,0,CP,2,77.5,1.3,1.3,1.3,8.04966,2.63393,0,0,0,0,0,0,0,0,0
1,4,465.78,2.09,0,466.76,4.05,0,CP,2.2,79.7,1.3,1.3,1.3,8.99976,2.94481,0,0,0,0,0,0,0,0,0
1,4,466.76,4.05,0,467.74,5.68,0,CP,1.9,81.6,1.3,1.3,1.3,7.82287,2.55972,0,0,0,0,0,0,0,0,0
1,4,467.74,5.68,0,469.37,6.99,0,CP,2.1,83.7,1.3,1.3,1.3,8.59044,2.81088,0,0,0,0,0,0,0,0,0
1,4,469.37,6.99,0,469.7,7.96,0,CP,1,84.7,1.3,1.3,1.3,4.24255,1.3882,0,0,0,0,0,0,0,0,0
1,4,469.7,7.96,0,470.02,9.27,0,CP,1.3,86.1,1.3,1.3,1.3,5.5316,1.80999,0,0,0,0,0,0,0,0,0
1,4,470.02,9.27,0,470.02,11.23,0,CP,2,88,1.3,1.3,1.3,8.04963,2.63392,0,0,0,0,0,0,0,0,0
1,4,470.02,11.23,0,469.7,12.86,0,CP,1.7,89.7,1.3,1.3,1.3,6.84089,2.23841,0,0,0,0,0,0,0,0,0
1,4,469.7,12.86,0,468.72,14.16,0,BP,1.6,91.3,1.3,1.3,1.3,6.70809,2.19495,0,0,0,0,0,0,0,0,0
1,5,468.72,14.16,0,468.07,15.14,0,CP,1.2,92.5,1.3,1.3,1.3,4.83723,1.58279,0,0,0,0,0,0,0,0,0
1,5,468.07,15.14,0,465.46,16.12,0,CP,2.8,95.3,1.3,1.3,1.3,11.4627,3.7507,0,0,0,0,0,0,0,0,0
1,5,465.46,16.12,0,463.5,17.1,0,CP,2.2,97.5,1.3,1.3,1.3,8.99978,2.94482,0,0,0,0,0,0,0,0,0
1,5,463.5,17.1,0,461.87,18.41,0,CP,2.1,99.6,1.3,1.3,1.3,8.59052,2.8109,0,0,0,0,0,0,0,0,0
1,5,461.87,18.41,0,460.56,20.04,0,CP,2.1,101.6,1.3,1.3,1.3,8.59049,2.81089,0,0,0,0,0,0,0,0,0
1,5,460.56,20.04,0,459.91,21.02,0,CP,1.2,102.8,1.3,1.3,1.3,4.83723,1.58279,0,0,0,0,0,0,0,0,0
1,5,459.91,21.02,0,459.58,22.32,0,CP,1.3,104.2,1.3,1.3,1.3,5.53163,1.81,0,0,0,0,0,0,0,0,0
1,5,459.58,22.32,0,457.63,24.28,0,CP,2.8,106.9,1.3,1.3,1.3,11.3839,3.72493,0,0,0,0,0,0,0,0,0
1,5,457.63,24.28,0,456.97,25.26,0,CP,1.2,108.1,1.3,1.3,1.3,4.83723,1.58279,0,0,0,0,0,0,0,0,0
1,5,456.97,25.26,0,456.97,27.21,0,CP,2,110.1,1.3,1.3,1.3,8.04966,2.63393,0,0,0,0,0,0,0,0,0
1,5,456.97,27.21,0,456.97,31.78,0,CP,4.6,114.6,1.3,1.3,1.3,18.7825,6.14583,0,0,0,0,0,0,0,0,0
1,5,456.97,31.78,0,456.97,33.74,0,CP,2,116.6,1.3,1.3,1.3,8.04965,2.63392,0,0,0,0,0,0,0,0,0
1,5,456.97,33.74,0,456.97,36.02,0,CP,2.3,118.9,1.3,1.3,1.3,9.39127,3.07292,0,0,0,0,0,0,0,0,0
1,5,456.97,36.02,0,455.99,38.63,0,CP,2.8,121.7,1.3,1.3,1.3,11.4627,3.7507,0,0,0,0,0,0,0,0,0
1,5,455.99,38.63,0,455.99,39.61,0,CP,1,122.6,1.3,1.3,1.3,4.02483,1.31696,0,0,0,0,0,0,0,0,0
1,5,455.99,39.61,0,455.02,40.27,0,CP,1.2,123.8,1.3,1.3,1.3,4.83729,1.58281,0,0,0,0,0,0,0,0,0
1,5,455.02,40.27,0,452.41,42.88,0,CP,3.7,127.5,1.3,1.3,1.3,15.1786,4.96657,0,0,0,0,0,0,0,0,0
1,5,452.41,42.88,0,450.45,42.88,0,BP,2,129.5,1.3,1.3,1.3,8.04976,2.63396,0,0,0,0,0,0,0,0,0
